,date,close,open,high,low,volume,ticker
93,2020.06.22,161000,163500,165500,161000,192150,011070
94,2020.06.19,166500,169000,169000,162000,172178,011070
95,2020.06.18,167000,167500,169500,165500,102190,011070
96,2020.06.17,169500,172500,174500,164000,245439,011070
97,2020.06.16,169500,166000,169500,163000,217329,011070
98,2020.06.15,160000,171000,172500,159000,272176,011070
99,2020.06.12,173000,159500,173000,158500,335866,011070
100,2020.06.11,167000,165500,172000,164000,460347,011070
101,2020.06.10,164500,159500,166000,159000,339108,011070
102,2020.06.09,157500,160500,161500,155500,145510,011070
103,2020.06.08,159500,156000,160000,154000,233099,011070
104,2020.06.05,153500,153000,155500,151000,173240,011070
105,2020.06.04,153000,153500,156000,151000,186188,011070
106,2020.06.03,152000,157000,157000,152000,208400,011070
107,2020.06.02,154000,152000,158000,150500,279540,011070
108,2020.06.01,153000,147500,154000,146000,319112,011070
109,2020.05.29,147500,145000,148000,143000,342629,011070
110,2020.05.28,144000,141000,148500,140500,465668,011070
111,2020.05.27,140500,141500,143000,139500,199150,011070
112,2020.05.26,142000,138000,142000,138000,232040,011070
113,2020.05.25,137500,138500,139000,134500,122512,011070
114,2020.05.22,137500,141000,141000,136500,187242,011070
115,2020.05.21,141000,143500,143500,139000,191571,011070
116,2020.05.20,142000,139500,143500,139000,215537,011070
117,2020.05.19,139500,142000,142500,138000,227252,011070
118,2020.05.18,138500,145000,145000,136500,444203,011070
119,2020.05.15,146000,145500,147500,142000,175754,011070
120,2020.05.14,143000,145000,149000,143000,369874,011070
121,2020.05.13,146000,139500,146000,139000,246446,011070
122,2020.05.12,142000,136500,144000,136000,379410,011070
123,2020.05.11,136000,139000,139500,136000,201947,011070
124,2020.05.08,137500,134500,140500,133500,463718,011070
125,2020.05.07,132500,130500,133500,130000,174195,011070
126,2020.05.06,131500,133000,133000,129500,226286,011070
127,2020.05.04,131500,128000,133000,127000,211701,011070
128,2020.04.29,132000,136500,136500,131500,382840,011070
129,2020.04.28,136500,136500,138500,134500,309713,011070
130,2020.04.27,136000,127500,137500,127000,462280,011070
131,2020.04.24,126000,128500,130500,126000,151619,011070
132,2020.04.23,128500,130000,131500,128500,192230,011070
133,2020.04.22,129500,126500,129500,123500,252396,011070
134,2020.04.21,128000,130000,131000,125500,255235,011070
135,2020.04.20,130000,129500,132000,128500,275074,011070
136,2020.04.17,132500,129000,133500,128500,526932,011070
137,2020.04.16,126000,121000,126000,120500,248233,011070
138,2020.04.14,123000,120500,123500,120000,253263,011070
139,2020.04.13,117500,123000,123000,117500,276368,011070
140,2020.04.10,124000,124000,124000,119000,335378,011070
141,2020.04.09,125000,129000,130000,123000,343195,011070
142,2020.04.08,126500,129000,131500,126500,330346,011070
143,2020.04.07,128500,126000,130000,123000,573155,011070
144,2020.04.06,122000,112000,122500,111500,575285,011070
145,2020.04.03,110000,115000,115000,109500,270855,011070
146,2020.04.02,113000,111000,114500,107000,371857,011070
147,2020.04.01,108500,114000,117500,108500,421645,011070
148,2020.03.31,114000,117500,117500,111000,403951,011070
149,2020.03.30,114000,104500,116000,104000,433381,011070
150,2020.03.27,108500,114000,116000,103000,656381,011070
151,2020.03.26,107500,113500,115000,107500,614784,011070
152,2020.03.25,113500,115000,126000,111000,1082656,011070
153,2020.03.24,107500,95800,114500,94600,1404434,011070
154,2020.03.23,91300,92500,97000,86200,656846,011070
155,2020.03.20,99100,80600,99100,78600,847968,011070
156,2020.03.19,76300,86100,89400,75700,485245,011070
157,2020.03.18,83200,94700,95300,83200,579437,011070
158,2020.03.17,93700,92000,98500,90600,469854,011070
159,2020.03.16,96500,106500,107000,96500,546732,011070
160,2020.03.13,105500,105000,109500,100500,783139,011070
161,2020.03.12,113000,117000,120000,111500,468120,011070
162,2020.03.11,120500,127000,127000,120000,314863,011070
163,2020.03.10,127500,123500,128500,122500,489480,011070
164,2020.03.09,126000,132000,132500,124500,368951,011070
165,2020.03.06,136000,138000,139000,135000,154251,011070
166,2020.03.05,140000,140000,142500,138000,313252,011070
167,2020.03.04,136000,132500,138500,132500,204531,011070
168,2020.03.03,136000,143500,145000,136000,321236,011070
169,2020.03.02,137500,130500,140500,129000,358597,011070
170,2020.02.28,130000,139500,140500,128500,551339,011070
171,2020.02.27,143500,143500,147500,142000,157807,011070
172,2020.02.26,145000,142500,148500,140500,168676,011070
173,2020.02.25,146500,143000,148000,142000,220457,011070
174,2020.02.24,144000,145000,148000,143500,164505,011070
175,2020.02.21,149000,144000,149500,143500,143556,011070
176,2020.02.20,147000,151000,151500,146500,212373,011070
177,2020.02.19,149500,149000,150500,145500,220579,011070
178,2020.02.18,148500,154000,154000,148000,365652,011070
179,2020.02.17,155500,155000,159000,153000,151171,011070
180,2020.02.14,155000,156000,159000,153500,187280,011070
181,2020.02.13,154000,153500,158000,152500,331103,011070
182,2020.02.12,151000,151000,152000,149000,142227,011070
183,2020.02.11,151000,149500,152500,148500,216429,011070
184,2020.02.10,147000,148500,148500,144000,259021,011070
185,2020.02.07,150500,153500,154500,150000,218071,011070
186,2020.02.06,156000,154000,157500,151000,218885,011070
187,2020.02.05,152000,156000,161000,151000,311516,011070
188,2020.02.04,155000,148000,155000,147500,350711,011070
189,2020.02.03,150500,149000,151000,142500,353483,011070
190,2020.01.31,152000,156500,158500,151000,245518,011070
191,2020.01.30,155500,160000,163500,154000,360798,011070
192,2020.01.29,158000,154500,160000,154500,388880,011070
193,2020.01.28,151500,147000,153000,146000,234923,011070
194,2020.01.23,152500,147000,153500,146000,173243,011070
195,2020.01.22,148000,148000,148500,145500,110366,011070
196,2020.01.21,148000,148500,149500,147000,89682,011070
197,2020.01.20,147500,149500,151500,147500,124661,011070
198,2020.01.17,148500,149500,151000,147500,115438,011070
199,2020.01.16,147500,147000,149000,146000,123212,011070
200,2020.01.15,148000,150000,151500,146500,220402,011070
201,2020.01.14,151000,154500,155000,150000,171277,011070
202,2020.01.13,154000,148000,154000,147000,201631,011070
203,2020.01.10,148500,146000,151000,145000,195372,011070
204,2020.01.09,145500,139500,145500,139500,293629,011070
205,2020.01.08,137500,139000,139500,135500,239490,011070
206,2020.01.07,141000,142500,143000,139500,144046,011070
207,2020.01.06,142000,138500,142500,136000,110591,011070
208,2020.01.03,139500,141000,143000,138000,111592,011070
209,2020.01.02,139000,140000,141500,138500,102519,011070
210,2019.12.30,140000,140000,140000,138000,68021,011070
211,2019.12.27,140000,134000,140000,132500,164555,011070
212,2019.12.26,134500,135500,135500,132500,76395,011070
213,2019.12.24,135500,134500,136000,133500,69744,011070
214,2019.12.23,134500,137000,137000,133500,93938,011070
215,2019.12.20,136000,132500,136500,132000,172510,011070
216,2019.12.19,132000,131000,133500,130000,161665,011070
217,2019.12.18,129500,131000,133000,129500,131652,011070
218,2019.12.17,131500,132500,133500,129500,169704,011070
219,2019.12.16,133000,133500,134500,131500,116892,011070
220,2019.12.13,133000,135500,136500,132500,151144,011070
221,2019.12.12,134500,134500,135500,133000,240500,011070
222,2019.12.11,133500,130500,134000,130000,183420,011070
223,2019.12.10,131000,130500,131500,128500,117525,011070
224,2019.12.09,130500,130000,131000,129000,113685,011070
225,2019.12.06,129000,125500,129500,125000,182179,011070
226,2019.12.05,125000,126500,128000,123500,118194,011070
227,2019.12.04,125500,123500,125500,121000,153800,011070
228,2019.12.03,125000,121000,126500,120500,148288,011070
229,2019.12.02,123000,122500,124000,122000,74480,011070
230,2019.11.29,122000,125500,126500,121000,131813,011070
231,2019.11.28,125000,125500,127000,124000,82324,011070
232,2019.11.27,126000,128000,128500,125000,91086,011070
233,2019.11.26,128000,124500,129500,124000,331114,011070
234,2019.11.25,123500,120500,124500,120500,180163,011070
235,2019.11.22,120500,118000,121000,117500,121298,011070
236,2019.11.21,118000,117000,118500,115000,142995,011070
237,2019.11.20,116500,119000,119000,116000,123934,011070
238,2019.11.19,119500,120000,121500,118500,86701,011070
239,2019.11.18,121000,123000,123500,120500,78794,011070
240,2019.11.15,123500,119500,124000,119000,113365,011070
241,2019.11.14,120000,119000,120500,118500,98917,011070
242,2019.11.13,119000,120500,120500,118000,65733,011070
243,2019.11.12,120500,119500,121000,118000,60421,011070
244,2019.11.11,119000,122500,122500,118000,115577,011070
245,2019.11.08,122500,122500,123000,121000,75165,011070
246,2019.11.07,121000,120500,122500,120000,84673,011070
247,2019.11.06,121000,123000,123000,121000,96572,011070
248,2019.11.05,123000,122500,123500,121500,102442,011070
249,2019.11.04,122500,122500,123500,121500,69661,011070
250,2019.11.01,121500,121500,122000,120000,105969,011070
251,2019.10.31,121000,121500,123000,120000,143905,011070
252,2019.10.30,120000,127000,127500,119000,464529,011070
253,2019.10.29,126500,127000,127500,126000,84414,011070
254,2019.10.28,126000,127000,128000,126000,104115,011070
255,2019.10.25,126500,126500,127500,125000,86258,011070
256,2019.10.24,126000,125000,126000,123500,96918,011070
257,2019.10.23,125500,127500,127500,124500,167875,011070
258,2019.10.22,126000,124500,126500,122500,134214,011070
259,2019.10.21,124500,123500,124500,121500,96786,011070
260,2019.10.18,123000,122000,125000,122000,174178,011070
261,2019.10.17,121500,123000,123500,119000,140123,011070
262,2019.10.16,122000,118000,123000,117500,283425,011070
263,2019.10.15,116500,116000,117500,115500,78263,011070
264,2019.10.14,115500,118000,118500,115500,104774,011070
265,2019.10.11,116000,116000,118000,115000,151793,011070
266,2019.10.10,114000,114000,117500,113000,191713,011070
267,2019.10.08,114000,117500,117500,113500,205041,011070
268,2019.10.07,117000,118000,118500,113500,124193,011070
269,2019.10.04,116500,115500,120000,113500,213823,011070
270,2019.10.02,116000,118500,119000,116000,129338,011070
271,2019.10.01,119500,115000,120000,114500,284535,011070
272,2019.09.30,114000,114500,115000,111000,132093,011070
273,2019.09.27,114500,115500,117000,113000,158698,011070
274,2019.09.26,114000,112000,116000,111500,233427,011070
275,2019.09.25,110000,112000,115000,110000,247800,011070
276,2019.09.24,112000,106000,112500,105500,259721,011070
277,2019.09.23,106000,105000,106000,104000,97346,011070
278,2019.09.20,105500,105500,106500,104000,84306,011070
279,2019.09.19,105000,105000,107500,104500,169637,011070
280,2019.09.18,105000,106000,106000,102000,152427,011070
281,2019.09.17,105500,104000,106000,103000,158302,011070
282,2019.09.16,104000,101500,104000,101500,139573,011070
283,2019.09.11,101000,101000,102000,100000,220680,011070
284,2019.09.10,101000,99300,102500,99300,226748,011070
285,2019.09.09,99000,104000,105000,98900,329386,011070
286,2019.09.06,103000,107500,108000,102500,161255,011070
287,2019.09.05,105000,105000,107000,103500,196381,011070
288,2019.09.04,104500,99600,104500,99200,188344,011070
289,2019.09.03,99900,99000,101000,97800,131688,011070
290,2019.09.02,99100,98100,99900,97500,84581,011070
291,2019.08.30,98500,97400,101000,96900,294785,011070
292,2019.08.29,95300,97700,98400,94800,162454,011070
293,2019.08.28,97300,98000,98700,96700,109804,011070
294,2019.08.27,97800,96600,99400,96100,236695,011070
295,2019.08.26,94400,96300,96500,92600,418067,011070
296,2019.08.23,100500,99000,101500,98600,139118,011070
297,2019.08.22,100000,104000,104500,99800,158955,011070
298,2019.08.21,104000,103000,104500,102000,62727,011070
299,2019.08.20,103500,106500,108000,102500,159799,011070
300,2019.08.19,105500,106000,107000,104000,72073,011070
301,2019.08.16,105500,104500,106500,103000,140144,011070
302,2019.08.14,104500,108500,108500,104000,366381,011070
303,2019.08.13,98900,98200,100000,98200,71317,011070
304,2019.08.12,99300,98100,102500,97500,108169,011070
305,2019.08.09,98200,100000,101000,98200,118043,011070
306,2019.08.08,99700,98100,99700,95800,165411,011070
307,2019.08.07,96400,95600,98400,94300,124036,011070
308,2019.08.06,96500,91000,99800,90700,214043,011070
309,2019.08.05,96000,100000,100500,96000,201836,011070
310,2019.08.02,100000,106000,107000,100000,445021,011070
311,2019.08.01,110500,111500,112000,108000,113464,011070
312,2019.07.31,113000,109500,114000,109500,177787,011070
313,2019.07.30,109000,111500,113000,108000,140852,011070
314,2019.07.29,111500,116500,117000,111500,90797,011070
315,2019.07.26,116500,114000,117500,112500,124327,011070
316,2019.07.25,114000,116000,116500,112500,95044,011070
317,2019.07.24,116000,117000,120000,115000,296049,011070
318,2019.07.23,115000,116500,119000,114000,171376,011070
319,2019.07.22,114500,114000,116000,113000,82144,011070
320,2019.07.19,114500,110000,115000,110000,185406,011070
321,2019.07.18,108000,109000,111000,108000,59824,011070
322,2019.07.17,109000,111000,111000,107500,89985,011070
323,2019.07.16,112000,111500,113500,111000,124377,011070
324,2019.07.15,110000,109000,112000,109000,104290,011070
325,2019.07.12,108500,108500,110500,106500,67224,011070
326,2019.07.11,108000,107500,110000,107000,201711,011070
327,2019.07.10,106500,105500,109000,105000,132765,011070
328,2019.07.09,104500,107500,109500,104000,252965,011070
329,2019.07.08,109500,113500,113500,108000,189218,011070
330,2019.07.05,114000,115500,116000,111500,155056,011070
331,2019.07.04,115500,112000,116000,112000,164453,011070
332,2019.07.03,110000,113000,115000,110000,122943,011070
333,2019.07.02,112500,113000,114500,111000,89180,011070
334,2019.07.01,114000,113000,118500,112000,262224,011070
335,2019.06.28,109000,111000,112000,107500,136338,011070
336,2019.06.27,111000,106000,112500,106000,253028,011070
337,2019.06.26,106500,102500,108000,102500,148768,011070
338,2019.06.25,103500,105000,106500,103000,120595,011070
339,2019.06.24,104500,104500,106000,102000,98600,011070
340,2019.06.21,105000,108000,108500,103500,133044,011070
341,2019.06.20,107500,106500,109500,105000,200514,011070
342,2019.06.19,105500,104000,107000,103500,443225,011070
343,2019.06.18,100500,99600,101500,99100,213464,011070
344,2019.06.17,98100,98300,99400,97000,72377,011070
345,2019.06.14,98100,101000,101000,97400,162816,011070
346,2019.06.13,99700,98600,100500,96600,124625,011070
347,2019.06.12,98500,98900,99400,97600,108065,011070
348,2019.06.11,98500,95700,99100,95000,179414,011070
349,2019.06.10,95700,94800,95700,94300,89437,011070
350,2019.06.07,94200,95300,95400,93500,79270,011070
351,2019.06.05,94800,96200,98400,94400,200473,011070
352,2019.06.04,93800,95300,95300,92600,124345,011070
353,2019.06.03,94800,93900,95300,92700,117599,011070
354,2019.05.31,94700,92800,95500,92000,172591,011070
355,2019.05.30,92800,96000,96200,91800,353303,011070
356,2019.05.29,96800,98500,98500,96600,81755,011070
357,2019.05.28,98700,96900,99300,96900,168790,011070
358,2019.05.27,96900,95500,98000,95500,84100,011070
359,2019.05.24,96300,95900,98400,95200,131316,011070
360,2019.05.23,96600,104000,104500,96600,364924,011070
361,2019.05.22,103500,104000,105500,102500,84444,011070
362,2019.05.21,103000,101500,105000,101000,173397,011070
363,2019.05.20,103000,106000,108000,103000,162660,011070
364,2019.05.17,106000,108500,110500,106000,100616,011070
365,2019.05.16,108000,111500,112500,106500,139802,011070
366,2019.05.15,113000,109500,114000,109500,101063,011070
367,2019.05.14,109000,107000,109500,105500,214298,011070
368,2019.05.13,109500,111000,114500,109000,93761,011070
369,2019.05.10,112500,112000,115500,110000,119534,011070
370,2019.05.09,111500,115500,118000,111500,203346,011070
371,2019.05.08,116000,115500,118000,114500,125987,011070
372,2019.05.07,117500,118500,120000,117000,107943,011070
373,2019.05.03,121000,126000,126000,121000,185815,011070
374,2019.05.02,126000,126000,129000,125000,314785,011070
375,2019.04.30,122500,122500,123500,120500,103300,011070
376,2019.04.29,122000,120500,125000,119000,174867,011070
377,2019.04.26,120000,119500,120500,118000,147256,011070
378,2019.04.25,121000,120000,123000,119000,122030,011070
379,2019.04.24,120500,125000,128000,119500,365544,011070
380,2019.04.23,122000,121500,123500,117500,141557,011070
381,2019.04.22,121000,125500,126000,117500,252077,011070
382,2019.04.19,124500,126500,127000,124500,71262,011070
383,2019.04.18,126500,129000,129000,125000,129888,011070
384,2019.04.17,129500,121000,130500,120500,472931,011070
385,2019.04.16,121500,121500,123500,119500,70756,011070
386,2019.04.15,120500,122000,122000,119000,121268,011070
387,2019.04.12,122000,124500,124500,120000,193473,011070
388,2019.04.11,125000,125500,126500,124000,129038,011070
389,2019.04.10,125500,122500,125500,120500,197668,011070
390,2019.04.09,122500,116500,123000,116500,215647,011070
391,2019.04.08,117000,121500,122000,116500,147712,011070
392,2019.04.05,121500,120000,123000,120000,211918,011070
393,2019.04.04,119500,121500,122500,119000,155477,011070
394,2019.04.03,121500,115000,122000,115000,352158,011070
395,2019.04.02,115000,117500,118000,115000,129277,011070
396,2019.04.01,117500,117500,120500,117000,158104,011070
397,2019.03.29,117500,114500,118000,113000,367818,011070
398,2019.03.28,112500,111000,116500,109500,358975,011070
399,2019.03.27,111500,109000,112000,107000,171686,011070
400,2019.03.26,108000,108500,109500,107000,61798,011070
401,2019.03.25,107500,108000,109500,106500,77233,011070
402,2019.03.22,111000,110000,112500,107500,241307,011070
403,2019.03.21,109000,99900,109000,99600,485145,011070
404,2019.03.20,99500,100500,101000,97900,208482,011070
405,2019.03.19,101000,99700,102000,99700,139497,011070
406,2019.03.18,100000,105500,105500,99900,319351,011070
407,2019.03.15,106000,109500,110000,104000,216775,011070
408,2019.03.14,109000,107000,110000,106500,235053,011070
409,2019.03.13,106500,105500,107500,105500,69881,011070
410,2019.03.12,106000,110000,111500,105000,159766,011070
411,2019.03.11,109000,107500,110500,107500,95992,011070
412,2019.03.08,107000,107500,108500,107000,102082,011070
413,2019.03.07,107500,110000,110000,107000,104865,011070
414,2019.03.06,110000,110500,111000,107000,118386,011070
415,2019.03.05,110000,109500,110000,108000,126328,011070
416,2019.03.04,109000,108000,110000,106500,195745,011070
417,2019.02.28,108000,109000,109000,107000,207967,011070
418,2019.02.27,108500,106000,109500,105500,199972,011070
419,2019.02.26,105500,104500,106000,103500,63477,011070
420,2019.02.25,105500,104500,106500,103500,131452,011070
421,2019.02.22,103500,103500,104000,100000,228078,011070
422,2019.02.21,104000,106000,107000,101000,240822,011070
423,2019.02.20,107000,107500,107500,106000,88988,011070
424,2019.02.19,106500,106500,108500,106000,82481,011070
425,2019.02.18,106500,106500,107500,105000,155089,011070
426,2019.02.15,105000,106500,107000,103500,138477,011070
427,2019.02.14,107500,108500,109000,103500,233256,011070
428,2019.02.13,106500,109000,110500,106500,242182,011070
429,2019.02.12,107000,104500,109000,104500,373136,011070
430,2019.02.11,104500,102500,104500,101000,202690,011070
431,2019.02.08,102000,103000,103500,101500,159846,011070
432,2019.02.07,104500,100500,105000,100500,363088,011070
433,2019.02.01,99500,98700,100500,98700,238390,011070
434,2019.01.31,97500,101000,101000,96900,265734,011070
435,2019.01.30,98200,98300,101000,98000,582308,011070
436,2019.01.29,96000,92600,96000,92300,316531,011070
437,2019.01.28,92800,95800,95800,91800,398958,011070
438,2019.01.25,96100,95400,96900,95000,220356,011070
439,2019.01.24,95400,93000,95400,92400,161807,011070
440,2019.01.23,93000,91700,93300,91700,109071,011070
441,2019.01.22,92200,90900,94100,90900,160754,011070
442,2019.01.21,90900,92400,93000,90400,201322,011070
443,2019.01.18,92400,92400,92400,91500,123423,011070
444,2019.01.17,91700,92900,92900,91400,168659,011070
445,2019.01.16,92500,90900,92800,90600,249872,011070
446,2019.01.15,90100,87400,90900,86700,232747,011070
447,2019.01.14,86500,88900,88900,86100,196393,011070
448,2019.01.11,88800,86800,89800,86100,224683,011070
449,2019.01.10,85700,86500,86800,84700,165084,011070
450,2019.01.09,86600,84500,87000,84400,105099,011070
451,2019.01.08,84000,85400,86200,83900,74154,011070
452,2019.01.07,85600,82300,86200,82300,226083,011070
453,2019.01.04,81300,80700,82000,80400,133884,011070
454,2019.01.03,81700,82000,83800,80000,375530,011070
455,2019.01.02,83700,87200,87700,83700,155940,011070
456,2018.12.28,86400,87200,87900,86300,99793,011070
457,2018.12.27,87700,85800,88300,84900,291903,011070
458,2018.12.26,84000,85000,85400,83500,175614,011070
459,2018.12.24,86800,86200,86800,85600,121497,011070
460,2018.12.21,86700,86500,89000,86400,172428,011070
461,2018.12.20,87200,88600,88700,85800,228412,011070
462,2018.12.19,89500,89000,90300,89000,140397,011070
463,2018.12.18,89400,90600,91200,89100,176292,011070
464,2018.12.17,91600,90500,93000,90300,132135,011070
465,2018.12.14,91700,93200,94100,91000,133201,011070
466,2018.12.13,92200,93300,94200,92000,224291,011070
467,2018.12.12,93400,92600,93400,91600,124920,011070
468,2018.12.11,91600,91800,93200,90700,128014,011070
469,2018.12.10,91700,92600,92800,91300,187877,011070
470,2018.12.07,94300,94500,95800,94000,163769,011070
471,2018.12.06,93600,96200,96800,92900,425943,011070
472,2018.12.05,97200,97700,98200,96800,257687,011070
473,2018.12.04,100500,103000,103000,99800,268214,011070
474,2018.12.03,103000,102500,103500,101000,287610,011070
475,2018.11.30,99800,101000,101500,99500,167172,011070
476,2018.11.29,100500,104000,104000,100000,236408,011070
477,2018.11.28,101000,101000,101500,99800,142997,011070
478,2018.11.27,101000,99200,101000,96800,338938,011070
479,2018.11.26,98700,94200,98700,94200,327018,011070
480,2018.11.23,94000,95000,95600,93900,154850,011070
481,2018.11.22,94700,95500,97500,94500,198904,011070
482,2018.11.21,95300,93500,95800,92600,484091,011070
483,2018.11.20,96500,98500,98900,96300,545796,011070
484,2018.11.19,101000,101000,102000,100500,288838,011070
485,2018.11.16,100000,103000,103500,100000,390276,011070
486,2018.11.15,101000,99200,101500,99200,408159,011070
487,2018.11.14,100000,102500,104500,100000,440027,011070
488,2018.11.13,103500,100000,104000,99100,786528,011070
489,2018.11.12,109500,111000,111500,108500,174688,011070
490,2018.11.09,110500,112000,114500,110000,281275,011070
491,2018.11.08,111500,116000,116000,108500,512031,011070
492,2018.11.07,113000,118000,120000,111500,477103,011070
493,2018.11.06,118000,125000,125000,117000,552490,011070
494,2018.11.05,126000,125000,126000,123000,154791,011070
495,2018.11.02,127000,123500,127500,117500,718657,011070
496,2018.11.01,127000,125500,128500,125000,209123,011070
497,2018.10.31,124000,125000,125500,119500,129203,011070
498,2018.10.30,123500,122500,125000,119500,147116,011070
499,2018.10.29,123000,126000,129500,123000,133988,011070
500,2018.10.26,126000,130500,131000,123000,173824,011070
501,2018.10.25,130000,119000,130500,117500,449403,011070
502,2018.10.24,121500,127500,129000,120000,287480,011070
503,2018.10.23,124500,130000,130500,122500,175662,011070
504,2018.10.22,129000,125000,130000,125000,123127,011070
505,2018.10.19,126500,121500,126500,120500,150382,011070
506,2018.10.18,124000,128000,128500,122000,173680,011070
507,2018.10.17,128000,128000,129500,126500,135160,011070
508,2018.10.16,125000,125500,127500,123500,101541,011070
509,2018.10.15,125000,122000,128500,122000,238453,011070
510,2018.10.12,121500,116500,123500,116500,247837,011070
511,2018.10.11,118000,118500,122000,117000,342587,011070
512,2018.10.10,125000,131000,132000,123000,275063,011070
513,2018.10.08,131000,132500,135000,130500,122065,011070
514,2018.10.05,133000,130000,136500,126500,457109,011070
515,2018.10.04,130000,133000,134500,130000,140950,011070
516,2018.10.02,131500,131000,132500,130000,129586,011070
