,Link,Date,Headline,neg,neu,pos,compound
749,https://www.investing.com/news/world-news/pompeo-says-tsmcs-12-billion-investment-to-increase-us-economic-independence-from-china-2173074,2020-05-15,Pompeo says TSMC's $12 billion investment to increase U.S. economic independence from China By Reuters,0.054,0.83,0.116,0.7845
750,https://www.investing.com/news/stock-market-news/taiwan-semiconductor-to-announce-plans-for-us-factory-2172696,2020-05-15,Taiwan's TSMC to build Arizona chip plant as U.S.-China tech rivalry escalates By Reuters,0.031,0.855,0.114,0.9954
751,https://www.investing.com/news/stock-market-news/iphone-maker-hon-hais-profit-dives-89-in-virushit-quarter-2173134,2020-05-15,IPhone Maker Hon Hai’s Profit Dives 89% in Virus-Hit Quarter By Bloomberg,0.065,0.897,0.038,-0.7937
752,https://www.investing.com/news/coronavirus/foxconns-firstquarter-profit-tumbles-almost-90-on-coronavirus-fallout-2173124,2020-05-15,"Foxconn quarterly profit hits two-decade low, sees growth from post-virus lifestyles By Reuters",0.083,0.84,0.078,0.1768
753,https://www.investing.com/news/technology-news/china-ready-to-put-apple-other-us-companies-in-unreliable-entity-list-global-times-2173462,2020-05-15,"China ready to put Apple, other U.S. companies in 'unreliable entity list': Global Times By Reuters",0.029,0.891,0.08,0.7783
754,https://www.investing.com/news/stock-market-news/stocks--wall-street-opens-lower-on-trade-tension-dismal-retail-numbers-2173560,2020-05-15,"Stocks - Wall Street Opens Lower on Trade Tension, Dismal Retail Numbers By Investing.com",0.12,0.841,0.04,-0.9911
755,https://www.investing.com/news/stock-market-news/apple-to-reopen-10-of-17-retail-stores-in-italy-next-week-2173848,2020-05-15,Apple to Reopen 10 of 17 Retail Stores in Italy Next Week By Bloomberg,0.027,0.89,0.083,0.886
756,https://www.investing.com/news/stock-market-news/stocks--wall-street-makes-comeback-but-still-suffers-worst-week-since-march-2174069,2020-05-15,"Stocks - Wall Street Makes Comeback, but Still Suffers Worst Week Since March By Investing.com",0.142,0.759,0.1,-0.9489
757,https://www.investing.com/news/stock-market-news/futures-edge-higher-on-china-industrial-data-2173351,2020-05-15,"Wall Street ends up after swings on reopening hopes, weak data, trade woes By Reuters",0.104,0.823,0.073,-0.9477
758,https://www.investing.com/news/technology-news/us-moves-to-cut-huawei-off-from-global-chip-suppliers-2173329,2020-05-15,U.S. moves to cut Huawei off from global chip suppliers as China eyes retaliation By Reuters,0.052,0.877,0.071,0.8266
759,https://www.investing.com/news/stock-market-news/us-funds-rush-to-tech-companies-and-battered-energy-stocks-in-firstquarter-2174172,2020-05-15,U.S. funds rush to tech companies and battered energy stocks in first-quarter By Reuters,0.068,0.828,0.104,0.9571
760,https://www.investing.com/news/stock-market-news/buffetts-berkshire-slashes-goldman-stake-exits-phillips-66-travelers-2174213,2020-05-15,"Buffett's Berkshire slashes Goldman stake; exits Phillips 66, Travelers By Reuters",0.056,0.867,0.077,0.7697
761,https://www.investing.com/news/technology-news/justice-department-state-ags-likely-to-bring-antitrust-lawsuits-against-google-wsj-2174092,2020-05-16,U.S. state attorneys general likely to bring antitrust lawsuits against Google -source By Reuters,0.032,0.901,0.067,0.9274
762,https://www.investing.com/news/stock-market-news/jc-penney-files-for-bankruptcy-protection-2174223,2020-05-16,J.C. Penney files for bankruptcy protection By Reuters,0.063,0.881,0.057,-0.836
763,https://www.investing.com/news/stock-market-news/global-chipmaking-kingpin-gets-dragged-into-uschina-trade-war-2174958,2020-05-18,Global Chipmaking Kingpin Gets Dragged into U.S.-China Trade War By Bloomberg,0.076,0.782,0.143,0.9981
764,https://www.investing.com/news/stock-market-news/apple-reopening-25-more-us-stores-will-soon-top-100-worldwide-2174921,2020-05-18,"Apple reopening 25 more U.S. stores, will soon top 100 worldwide By Reuters",0.017,0.905,0.078,0.9393
765,https://www.investing.com/news/stock-market-news/stocks--us-futures-higher-more-stimulus-expected-2175261,2020-05-18,Stocks - U.S. Futures Higher; More Stimulus Expected By Investing.com,0.037,0.919,0.044,0.5423
766,https://www.investing.com/news/stock-market-news/futures-cheered-by-lifting-of-virusrelated-curbs-2175302,2020-05-18,Futures cheered by lifting of virus-related curbs By Reuters,0.041,0.854,0.104,0.9559
767,https://www.investing.com/news/world-news/fbi-finds-evidence-of-al-qaeda-tie-to-2019-florida-naval-base-shooting-us-source-2175560,2020-05-18,"FBI phone probe links al Qaeda to Saudi who killed 3 at Florida base, Barr says By Reuters",0.118,0.842,0.04,-0.9857
768,https://www.investing.com/news/stock-market-news/driving-energy-and-food-europes-reawakening-in-numbers-2176206,2020-05-18,"Driving, Energy and Food: Europe’s Reawakening in Numbers By Bloomberg",0.074,0.876,0.05,-0.9024
769,https://www.investing.com/news/technology-news/japans-sharp-reports-37-profit-drop-gives-no-forecasts-2176371,2020-05-19,"Japan's Sharp reports 37% profit drop, gives no forecasts By Reuters",0.064,0.834,0.102,0.6249
770,https://www.investing.com/news/stock-market-news/sony-to-turn-financial-arm-into-wholly-owned-unit-for-37-billion-nikkei-2176320,2020-05-19,Sony to take full control of listed financial arm for $3.7 billion By Reuters,0.009,0.853,0.138,0.9905
771,https://www.investing.com/news/technology-news/white-house-panel-build-new-tech-infrastructure-for-future-jobs-2176297,2020-05-19,White House panel: Build new tech infrastructure for future jobs By Reuters,0.064,0.804,0.132,0.9768
772,https://www.investing.com/news/technology-news/elderly-home-turns-to-wearables-for-contact-tracing-sidestepping-applegoogle-limits-2177245,2020-05-19,"Elderly home turns to wearables for contact tracing, sidestepping Apple-Google limits By Reuters",0.021,0.902,0.077,0.9865
773,https://www.investing.com/news/technology-news/spotify-new-home-for-joe-rogans-podcast-shares-jump-2177364,2020-05-19,"Spotify new home for Joe Rogan's podcast, shares jump By Reuters",0.0,0.908,0.092,0.9489
774,https://www.investing.com/news/politics/senate-democrats-call-for-trump-administration-to-unveil-details-of-tsmc-plant-deal-2177576,2020-05-20,Senate Democrats call for Trump administration to unveil details of TSMC plant deal By Reuters,0.023,0.912,0.065,0.8957
775,https://www.investing.com/news/economy/eu-must-focus-on-health-jobs-worry-about-fiscal-sustainability-later-commission-2177786,2020-05-20,"EU must focus on health, jobs, worry about fiscal sustainability later: Commission By Reuters",0.067,0.853,0.08,0.5327
776,https://www.investing.com/news/technology-news/factbox-where-do-trump-and-biden-stand-on-tech-policy-issues-2177965,2020-05-20,Factbox: Where do Trump and Biden stand on tech policy issues? By Reuters,0.068,0.864,0.068,0.1307
777,https://www.investing.com/news/technology-news/hbo-max-announces-more-launch-partners-no-deals-yet-with-amazon-comcast-roku-2178355,2020-05-20,"HBO Max announces more launch partners; no deals yet with Amazon, Comcast, Roku By Reuters",0.007,0.938,0.055,0.9081
778,https://www.investing.com/news/coronavirus/a-nurse-struggled-with-covid19-trauma-he-was-found-dead-in-his-car-2177913,2020-05-20,A nurse struggled with COVID-19 trauma. He was found dead in his car By Reuters,0.125,0.782,0.093,-0.9944
779,https://www.investing.com/news/stock-market-news/chinas-got-a-new-plan-to-seize-the-worlds-tech-crown-from-the-us-2178759,2020-05-20,China’s Got a New Plan to Seize the World’s Tech Crown From the U.S. By Bloomberg,0.017,0.929,0.054,0.9749
780,https://www.investing.com/news/technology-news/applegoogle-contact-tracing-tech-launches-with-23-countries-seeking-access-2178433,2020-05-20,"Apple-Google contact tracing tech draws interest in 23 countries, some hedge bets By Reuters",0.051,0.895,0.054,0.359
781,https://www.investing.com/news/stock-market-news/japans-government-10-years-behind-on-tech-minister-says-2178870,2020-05-21,"Japan’s Government 10 Years Behind on Tech, Minister Says By Bloomberg",0.043,0.906,0.05,-0.1655
782,https://www.investing.com/news/technology-news/in-softbank-slides-tofu-a-goose-and-unicorns-underpin-sales-pitch-2179086,2020-05-21,"In SoftBank slides, tofu, a goose and unicorns underpin sales pitch By Reuters",0.036,0.873,0.092,0.9526
783,https://www.investing.com/news/technology-news/irish-regulator-questions-apple-over-recordings-2179676,2020-05-21,Irish regulator questions Apple over recordings By Reuters,0.009,0.974,0.016,0.1764
784,https://www.investing.com/news/technology-news/us-strikes-at-a-huawei-prize-chip-juggernaut-hisilicon-2179976,2020-05-22,U.S. strikes at a Huawei prize: chip juggernaut HiSilicon By Reuters,0.044,0.889,0.066,0.9384
785,https://www.investing.com/news/technology-news/university-of-alabama-to-push-contact-tracing-app-require-online-health-checks-2180037,2020-05-22,"University of Alabama System to push contact tracing app, require online health checks By Reuters",0.022,0.941,0.037,0.6124
786,https://www.investing.com/news/coronavirus/canada-to-ramp-up-covid19-testing-and-tracing-recommend-digital-app-2180815,2020-05-22,"Canada to ramp up COVID-19 testing and tracing, recommend digital app By Reuters",0.041,0.888,0.071,0.8652
787,https://www.investing.com/news/coronavirus/factbox-latest-on-the-worldwide-spread-of-the-coronavirus-2181232,2020-05-23,Factbox: Latest on the worldwide spread of the coronavirus By Reuters,0.069,0.88,0.051,-0.9565
788,https://www.investing.com/news/coronavirus/latvia-to-launch-googleapple-friendly-coronavirus-contact-tracing-app-2181851,2020-05-25,Latvia to launch Google-Apple friendly coronavirus contact tracing app By Reuters,0.028,0.847,0.125,0.965
789,https://www.investing.com/news/technology-news/japans-marvelous-shares-untraded-as-chinas-tencent-takes-20-stake-2182227,2020-05-26,Japan's Marvelous shares jump 17% as China's Tencent takes 20% stake By Reuters,0.018,0.892,0.09,0.9442
790,https://www.investing.com/news/stock-market-news/apple-to-reopen-about-100-stores-in-us-most-with-curbside-pickup-2182986,2020-05-26,"Apple to reopen about 100 U.S. stores, most with curbside pickup By Reuters",0.0,0.926,0.074,0.9578
791,https://www.investing.com/news/economy/rally-of-hope-why-the-sp-soared-back-past-3000-2183102,2020-05-26,"'Rally of hope': Why the S&P soared back past 3,000 By Reuters",0.043,0.906,0.051,0.4123
792,https://www.investing.com/news/technology-news/india-makes-source-code-of-contacttracing-app-public-2183208,2020-05-26,India makes source code of contact-tracing app public By Reuters,0.004,0.932,0.064,0.9628
793,https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-217-2183271,2020-05-26,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 2.17% By Investing.com,0.046,0.901,0.054,0.128
794,https://www.investing.com/news/cryptocurrency-news/was-satoshi-a-windows-or-mac-guy-we-have-the-answer-2183292,2020-05-26,Was Satoshi a Windows or Mac Guy? We Have the Answer By Cointelegraph,0.029,0.932,0.039,0.2263
795,https://www.investing.com/news/world-news/man-arrested-in-deadly-2019-fire-at-japans-kyoto-animation-media-2183397,2020-05-27,Man arrested over deadly 2019 arson at Japan's Kyoto Animation By Reuters,0.204,0.778,0.018,-0.9953
796,https://www.investing.com/news/technology-news/factbox-where-do-trump-and-biden-stand-on-tech-policy-issues-2184017,2020-05-27,Factbox: Where do Trump and Biden stand on tech policy issues? By Reuters,0.064,0.871,0.065,0.0671
797,https://www.investing.com/news/technology-news/att-launches-hbo-max-vying-with-netflix-others-for-quarantine-viewing-2183635,2020-05-27,"AT&T launches HBO Max, vying with Netflix, others for quarantine viewing By Reuters",0.043,0.875,0.083,0.9325
798,https://www.investing.com/news/stock-market-news/stocks--dow-jumps-as-financials-take-spotlight-amid-stumble-in-tech-2184249,2020-05-27,Stocks - Wall Street Rides Financials Higher to Claw Back Losses By Investing.com,0.065,0.836,0.099,0.8519
799,https://www.investing.com/news/stock-market-news/dow-busts-move-higher-on-late-buying-as-traders-bank-on-financials-to-shine-2184456,2020-05-27,Dow Busts Move Higher on Late Buying as Traders Bank on Financials to Shine By Investing.com,0.068,0.828,0.104,0.886
800,https://www.investing.com/news/world-news/trump-threatens-to-regulate-or-shut-down-social-media-companies-2183759,2020-05-28,Trump to sign executive order on social media on Thursday: White House By Reuters,0.104,0.846,0.05,-0.9852
801,https://www.investing.com/news/general/apple-secures-deal-for-scorseses-next-film-starring-dicaprio-de-niro-media-2184729,2020-05-28,"Apple secures deal for Scorsese's next film starring DiCaprio, De Niro: media By Reuters",0.09,0.856,0.054,-0.875
802,https://www.investing.com/news/coronavirus/alibaba-extends-its-reach-in-china-as-coronavirus-outbreak-opens-doors-2184841,2020-05-28,Alibaba extends its reach in China as coronavirus outbreak opens doors By Reuters,0.05,0.872,0.078,0.9723
803,https://www.investing.com/news/world-news/musicians-in-lockdown-rage-against-industry-machine-2184967,2020-05-28,Musicians in lockdown rage against industry machine By Reuters,0.036,0.865,0.099,0.983
804,https://www.investing.com/news/roth-capital-stick-to-their-buy-rating-for-glu-mobile-2186535,2020-05-29,Roth Capital Stick to Their Buy Rating for Glu Mobile By Investing.com,0.014,0.897,0.089,0.8779
805,https://www.investing.com/news/wedbush-stick-to-their-buy-rating-for-glu-mobile-2187011,2020-05-29,Wedbush Stick to Their Buy Rating for Glu Mobile By Investing.com,0.014,0.895,0.09,0.8779
806,https://www.investing.com/news/economy/feds-corporate-bond-facility-bought-15-etfs-in-first-days-of-operations-2187131,2020-05-29,"In rescue effort, Fed has broad stake in corporate America's fortunes By Reuters",0.056,0.891,0.053,-0.6486
807,https://www.investing.com/news/technology-news/amazon-removes-racist-messages-after-they-appear-on-some-product-listings-2187627,2020-05-31,Amazon removes racist messages after they appear on some product listings By Reuters,0.164,0.735,0.101,-0.9488
808,https://www.investing.com/news/coronavirus/retailers-already-hit-by-coronavirus-board-up-as-us-protests-rage-2187797,2020-06-01,Retailers already hit by coronavirus board up as U.S. protests rage By Reuters,0.079,0.859,0.062,-0.9169
809,https://www.investing.com/news/suntrust-robinson-stick-to-their-buy-rating-for-yext-inc-2188157,2020-06-01,SunTrust Robinson Stick to Their Buy Rating for Yext Inc By Investing.com,0.014,0.876,0.11,0.9246
810,https://www.investing.com/news/wedbush-stick-to-their-buy-rating-for-zynga-2188635,2020-06-01,Wedbush Stick to Their Buy Rating for Zynga By Investing.com,0.015,0.894,0.091,0.8779
811,https://www.investing.com/news/politics/factbox-where-do-trump-and-biden-stand-on-tech-policy-issues-2188708,2020-06-01,Factbox: Where do Trump and Biden stand on tech policy issues? By Reuters,0.072,0.861,0.067,-0.6586
812,https://www.investing.com/news/economy/lemon-or-not-trump-is-stuck-with-phase-1-china-trade-deal-2188098,2020-06-01,"'Lemon' or not, Trump stuck with Phase 1 China trade deal for now By Reuters",0.075,0.793,0.133,0.992
813,https://www.investing.com/news/coronavirus/italy-launches-covid19-contacttracing-app-amid-privacy-concerns-2188780,2020-06-01,Italy launches COVID-19 contact-tracing app amid privacy concerns By Reuters,0.069,0.877,0.054,-0.775
814,https://www.investing.com/news/oppenheimer-stick-to-their-buy-rating-for-zynga-2189135,2020-06-02,Oppenheimer Stick to Their Buy Rating for Zynga By Investing.com,0.015,0.894,0.091,0.8779
815,https://www.investing.com/news/keybanc-stick-to-their-buy-rating-for-zynga-2189358,2020-06-02,KeyBanc Stick to Their Buy Rating for Zynga By Investing.com,0.015,0.894,0.091,0.8779
816,https://www.investing.com/news/stock-market-news/eu-to-rule-on-amss-46-billion-euro-bid-for-osram-by-july-6-2189361,2020-06-02,EU to rule on AMS's 4.6 billion euro bid for Osram by July 6 By Reuters,0.013,0.935,0.052,0.5994
817,https://www.investing.com/news/economy/top-5-things-to-know-in-the-market-on-tuesday-june-2nd-2189381,2020-06-02,"Top 5 Things to Know in the Market on Tuesday, June 2nd By Investing.com",0.095,0.835,0.07,-0.9639
818,https://www.investing.com/news/stock-market-news/stocks--us-futures-higher-economic-optimism-overshadows-unrest-2189399,2020-06-02,Stocks - U.S. Futures Higher; Economic Optimism Overshadows Unrest By Investing.com,0.1,0.867,0.033,-0.9867
819,https://www.investing.com/news/technology-news/with-rallies-halted-and-tweets-factchecked-trump-campaign-turns-to-smartphone-app-2189414,2020-06-02,"With rallies halted and tweets fact-checked, Trump campaign turns to smartphone app By Reuters",0.038,0.871,0.09,0.9908
820,https://www.investing.com/news/stock-market-news/stocks--apple-starbucks-edge-lower-in-premarket-on-demand-concerns-2189584,2020-06-02,"Stocks - Apple, Starbucks Edge Lower in Premarket on Demand Concerns By Investing.com",0.0,1.0,0.0,0.0
821,https://www.investing.com/news/stock-market-news/stocks--wall-street-opens-mixed-as-violent-protests-cloud-reopening-hopes-2189622,2020-06-02,Stocks - Wall Street Opens Mixed as Violent Protests Cloud Reopening Hopes By Investing.com,0.104,0.826,0.07,-0.8779
822,https://www.investing.com/news/technology-news/india-launches-67-billion-plan-to-boost-electronics-manufacturing-2189658,2020-06-02,India launches $6.7 billion plan to boost electronics manufacturing By Reuters,0.0,0.918,0.082,0.9325
823,https://www.investing.com/news/morgan-stanley-stick-to-their-buy-rating-for-zynga-2189702,2020-06-02,Morgan Stanley Stick to Their Buy Rating for Zynga By Investing.com,0.014,0.895,0.09,0.8779
824,https://www.investing.com/news/cowen--co-stick-to-their-buy-rating-for-zynga-2189703,2020-06-02,Cowen & Co. Stick to Their Buy Rating for Zynga By Investing.com,0.014,0.895,0.09,0.8779
825,https://www.investing.com/news/credit-suisse-stick-to-their-sell-rating-for-zynga-2189954,2020-06-02,Credit Suisse Stick to Their Sell Rating for Zynga By Investing.com,0.014,0.863,0.123,0.936
826,https://www.investing.com/news/stock-market-news/dow-hitches-energyride-higher-as-oil-rises-on-outputcut-extensions-hopes-2189930,2020-06-02,Dow Hitches Ride on Energy Sector as Hopes for Extended Production Cuts Boost Oil By Investing.com,0.099,0.794,0.108,0.128
827,https://www.investing.com/news/general/media-firms-celebrities-join-blackout-tuesday-protests-2189729,2020-06-02,#BlackOutTuesday sweeps social media as U.S. street protests escalate By Reuters,0.073,0.799,0.128,0.9501
828,https://www.investing.com/news/stock-market-news/wall-street-ends-higher-on-bets-protests-unlikely-to-derail-economic-recovery-2190122,2020-06-02,Wall Street Ends Higher on Bets Protests Unlikely to Derail Economic Recovery By Investing.com,0.123,0.773,0.105,-0.8062
829,https://www.investing.com/news/stock-market-news/center-for-democracy-and-technology-files-lawsuit-against-trumps-executive-order-on-social-media-2190106,2020-06-03,Tech advocacy group's lawsuit says Trump's order on social media is unconstitutional By Reuters,0.101,0.862,0.036,-0.9618
830,https://www.investing.com/news/technology-news/global-smartphone-shipments-to-fall-12-this-year-on-virus-woes-idc-2191191,2020-06-03,Global smartphone shipments to fall 12% this year on virus woes: IDC By Reuters,0.072,0.876,0.053,-0.3666
831,https://www.investing.com/news/economy/apple-must-face-us-shareholder-lawsuit-over-ceos-iphone-china-comments-2191030,2020-06-03,"Apple must face U.S. shareholder lawsuit over CEO's iPhone, China comments By Reuters",0.111,0.845,0.044,-0.9261
832,https://www.investing.com/news/stock-market-news/amid-pandemic-investors-bet-on-indias-jio-and-its-giantkiller-playbook-2191699,2020-06-04,"Amid pandemic, investors bet on India's Jio and its giant-killer playbook By Reuters",0.027,0.899,0.074,0.9944
833,https://www.investing.com/news/technology-news/taiwan-to-spend-335-million-to-woo-foreign-tech-investment-2191758,2020-06-04,Taiwan eyes $1.3 billion in foreign tech investment under new scheme By Reuters,0.013,0.859,0.128,0.969
834,https://www.investing.com/news/technology-news/spains-lower-house-opens-process-to-create-digital-tax-on-internet-giants-2192117,2020-06-04,Spain's lower house to draft 3% digital tax on internet giants By Reuters,0.018,0.896,0.087,0.9468
835,https://www.investing.com/news/stock-market-news/tech-stocks-have-been-a-winning-bet-but-investors-worry-it-will-fade-2192419,2020-06-04,"Tech stocks have been a winning bet, but investors worry it will fade By Reuters",0.087,0.793,0.12,0.966
836,https://www.investing.com/news/stock-market-news/dow-struggles-for-direction-as-traders-weigh-mixed-data-reopening-progress-2192674,2020-06-04,"Dow Struggles for Direction as Traders Weigh Mixed Data, Reopening Progress By Investing.com",0.043,0.839,0.118,0.9793
837,https://www.investing.com/news/coronavirus/europe-pins-hopes-on-smarter-coronavirus-contact-tracing-apps-2192087,2020-06-04,Europe pins hopes on smarter coronavirus contact tracing apps By Reuters,0.024,0.884,0.092,0.9907
838,https://www.investing.com/news/stock-market-news/dow-keeps-winning-streak-alive-on-late-buying-amid-reopening-optimism-2192830,2020-06-04,Dow Keeps Winning Streak Alive on Late Buying Amid Reopening Optimism By Investing.com,0.04,0.844,0.116,0.982
839,https://www.investing.com/news/suntrust-robinson-stick-to-their-buy-rating-for-yext-inc-2193121,2020-06-05,SunTrust Robinson Stick to Their Buy Rating for Yext Inc By Investing.com,0.014,0.876,0.11,0.9246
840,https://www.investing.com/news/stock-market-news/hong-kongs-free-media-fears-being-silenced-by-chinas-national-security-law-2193140,2020-06-05,Hong Kong's free media fears being silenced by China's national security law By Reuters,0.102,0.821,0.077,-0.9911
841,https://www.investing.com/news/stock-market-news/dow-soars-as-snapback-in-hiring-bolsters-bets-on-economic-rebound-2193829,2020-06-05,Dow Soars as Snapback in Hiring Bolsters Bets on Economic Rebound By Investing.com,0.045,0.854,0.101,0.9615
842,https://www.investing.com/news/stock-market-news/nasdaq-hits-record-high-as-us-economy-shows-signs-of-rebound-2193847,2020-06-05,Nasdaq hits record high as U.S. economy shows signs of rebound By Reuters,0.029,0.9,0.071,0.7906
843,https://www.investing.com/news/stock-market-news/nasdaq-jumps-as-job-gains-firm-up-bets-on-economic-rebound-2193995,2020-06-05,Nasdaq Jumps as Job Gains Firm Up Bets on Economic Rebound By Investing.com,0.04,0.852,0.108,0.9757
844,https://www.investing.com/news/coronavirus/tech-drives-nasdaq-to-alltime-high-as-signs-of-recovery-emerge-from-coronavirus-pandemic-2194034,2020-06-05,Tech drives Nasdaq to all-time high as signs of recovery emerge from coronavirus pandemic By Reuters,0.045,0.862,0.093,0.9432
845,https://www.investing.com/news/da-davidson-stick-to-their-buy-rating-for-yext-inc-2194605,2020-06-07,D.A. Davidson Stick to Their Buy Rating for Yext Inc By Investing.com,0.014,0.896,0.09,0.8779
846,https://www.investing.com/news/morgan-stanley-stick-to-their-sell-rating-for-yext-inc-2194609,2020-06-07,Morgan Stanley Stick to Their Sell Rating for Yext Inc By Investing.com,0.014,0.896,0.09,0.8779
847,https://www.investing.com/news/stock-market-news/galeries-lafayettes-champs-elysees-store-struggles-as-group-faces-1-billion-hit-ceo-2195011,2020-06-08,Galeries Lafayette's Champs Elysees store struggles as group faces $1 billion hit: CEO By Reuters,0.081,0.874,0.045,-0.9124
848,https://www.investing.com/news/coronavirus/swiss-parliament-paves-way-for-coronavirus-tracing-app-rollout-this-month-2195629,2020-06-08,Swiss parliament paves way for coronavirus tracing app rollout this month By Reuters,0.034,0.904,0.062,0.6904
849,https://www.investing.com/news/stock-market-news/nasdaq-hits-record-high-as-us-recession-becomes-official-2195814,2020-06-08,Nasdaq hits record high as U.S. recession becomes official By Reuters,0.073,0.859,0.068,-0.8391
850,https://www.investing.com/news/forex-news/debt-shakeout-poised-to-make-faang-giant-retailers-even-bigger-2196247,2020-06-09,"Debt Shakeout Poised to Make FAANG, Giant Retailers Even Bigger By Bloomberg",0.105,0.807,0.088,-0.9827
851,https://www.investing.com/news/technology-news/thailand-proposes-to-tax-foreign-internet-companies-2196373,2020-06-09,Thailand proposes to tax foreign internet companies By Reuters,0.025,0.908,0.067,0.9442
852,https://www.investing.com/news/coronavirus/poland-rolls-out-privacysecure-coronavirus-tracking-app-2196595,2020-06-09,Poland rolls out privacy-secure coronavirus tracking app By Reuters,0.035,0.897,0.068,0.8567
853,https://www.investing.com/news/stock-market-news/dow-off-lows-as-focus-shifts-to-fed-meeting-2196896,2020-06-09,Dow Off Lows as Focus Shifts to Fed Meeting By Investing.com,0.017,0.889,0.094,0.9721
854,https://www.investing.com/news/stock-market-news/wall-street-ends-off-session-lows-as-tech-keeps-losses-in-check-2197063,2020-06-09,Wall Street Ends off Session Lows as Tech Keeps Losses in Check By Investing.com,0.017,0.869,0.114,0.9842
855,https://www.investing.com/news/stock-market-news/day-ahead-3-things-to-watch-for-june-10-2197101,2020-06-09,Day Ahead: Top 3 Things to Watch for June 10 By Investing.com,0.056,0.838,0.106,0.9366
856,https://www.investing.com/news/technology-news/tiktoks-mayer-pledges-fake-news-fight-in-call-with-eus-breton-eu-official-says-2197087,2020-06-09,TikTok's Mayer pledges fake news fight in call with EU's Breton By Reuters,0.095,0.808,0.096,-0.3919
857,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-109-2197171,2020-06-09,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 1.09% By Investing.com,0.05,0.874,0.076,0.8271
858,https://www.investing.com/news/technology-news/us-students-app-offers-roadmap-to-singapore-contact-tracing-tech-2197336,2020-06-10,U.S. student's app offers roadmap to Singapore contact tracing tech By Reuters,0.031,0.865,0.104,0.996
859,https://www.investing.com/news/forex-news/a-22-trillion-stock-rally-now-hinges-on-rapid-economic-recovery-2197517,2020-06-10,A $22 Trillion Stock Rally Now Hinges on Rapid Economic Recovery By Bloomberg,0.084,0.813,0.102,0.9521
860,https://www.investing.com/news/stock-market-news/wall-street-slips-but-gains-in-tech-keep-lid-on-losses-fomc-eyed-2198106,2020-06-10,Wall Street Swings Wildly as Fed Signals Low Rates Here to Stay By Investing.com,0.052,0.866,0.082,0.6908
861,https://www.investing.com/news/stock-market-news/nasdaq-closes-above-10k-for-first-time-ever-as-tech-surges-2198329,2020-06-10,Nasdaq Closes Above 10K for First Time Ever as Tech Surges By Investing.com,0.054,0.843,0.103,0.9432
862,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-104-2198428,2020-06-10,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 1.04% By Investing.com,0.052,0.878,0.071,0.7184
863,https://www.investing.com/news/economy/asia-stocks-set-to-fall-on-feds-dour-outlook-2198551,2020-06-11,Asia stocks set to fall on Fed's dour outlook By Reuters,0.103,0.798,0.099,-0.4455
864,https://www.investing.com/news/technology-news/us-lawmakers-propose-228-billion-in-aid-to-semiconductor-industry-2198381,2020-06-11,U.S. lawmakers propose $22.8 billion in aid to semiconductor industry By Reuters,0.014,0.891,0.094,0.9725
865,https://www.investing.com/news/technology-news/us-podcast-platform-pockets-casts-says-apple-removed-app-from-china-store-2198741,2020-06-11,U.S. podcast platform Pockets Casts says Apple removed app from China store By Reuters,0.042,0.895,0.063,0.5984
866,https://www.investing.com/news/economy/comic-nasdaq-tops-10000-as-big-tech-rallies-back-from-coronavirus-2198783,2020-06-11,"Comic: Nasdaq Tops 10,000 As Big Tech Rallies Back From Coronavirus By Investing.com",0.031,0.855,0.114,0.9702
867,https://www.investing.com/news/technology-news/chinese-smartphone-brands-in-india-turn-to-expensive-imports-as-plants-struggle-sources-2198774,2020-06-11,Chinese smartphone brands in India turn to expensive imports as plants struggle: sources By Reuters,0.069,0.891,0.04,-0.9034
868,https://www.investing.com/news/economy/top-5-things-to-know-in-the-market-on-thursday-june-11th-2198835,2020-06-11,"Top 5 Things to Know in the Market on Thursday, June 11th By Investing.com",0.097,0.855,0.048,-0.9956
869,https://www.investing.com/news/coronavirus/italians-embrace-coronavirus-tracing-app-as-privacy-fears-ease-2199469,2020-06-11,Italians embrace coronavirus tracing app as privacy fears ease By Reuters,0.032,0.857,0.112,0.9905
870,https://www.investing.com/news/technology-news/apple-will-increase-spending-with-blackowned-suppliers-as-part-of-100-million-racial-justice-effort-2199538,2020-06-11,Apple will increase spending with black-owned suppliers as part of $100 million racial justice effort By Reuters,0.04,0.854,0.106,0.6597
871,https://www.investing.com/news/stock-market-news/apple-stock-falls-4-2199658,2020-06-11,Apple Stock Falls 4% By Investing.com,0.0,0.953,0.047,0.296
872,https://www.investing.com/news/technology-news/intel-chip-executive-jim-keller-departs-company-2199746,2020-06-11,Intel chip executive Jim Keller departs company By Reuters,0.025,0.869,0.106,0.5927
873,https://www.investing.com/news/technology-news/chinese-users-saw-zoom-as-a-window-through-the-great-firewall-2200321,2020-06-12,Chinese users saw Zoom as a window through the 'Great Firewall' By Reuters,0.061,0.856,0.083,0.9001
